assetId,authorId,name,category,publishDate,amount,price,description
279,2,Ardea golieth,Painting,2024-01-25,2.6768,9133.2416,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
280,8,Canis mesomelas,Photograph,2023-08-14,8.2762,28238.3944,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
281,4,Hippotragus niger,Digital,2023-10-01,2.3813,8124.9956,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
282,9,Coluber constrictor,Photograph,2023-09-03,5.9991,20468.9292,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.
283,5,Kobus defassa,Painting,2023-05-20,7.3726,25155.3112,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
284,7,Dendrocygna viduata,Painting,2023-07-26,6.6629,22733.8148,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo."
285,2,Bettongia penicillata,Digital,2023-10-26,0.9236,3151.3232,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
286,9,Lasiorhinus latifrons,Painting,2023-06-08,0.4566,1557.9192,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio."
287,7,Pelecans onocratalus,Photograph,2023-09-18,7.3176,24967.6512,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
288,4,Limosa haemastica,Digital,2023-12-07,6.6732,22768.9584,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
289,1,Plegadis falcinellus,Photograph,2023-07-26,9.5176,32474.0512,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
290,10,Smithopsis crassicaudata,Photograph,2024-01-30,2.8883,9854.8796,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
291,8,Dendrohyrax brucel,Photograph,2023-09-20,5.2522,17920.5064,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
292,3,Cacatua galerita,Painting,2023-12-08,4.1532,14170.7184,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
293,6,Butorides striatus,Painting,2023-09-09,4.4254,15099.4648,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
294,5,Dasyurus maculatus,Painting,2023-06-01,8.7527,29864.2124,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
295,2,Cebus apella,Digital,2024-02-24,8.3067,28342.4604,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
296,9,Haliaeetus leucocephalus,Photograph,2024-01-23,3.0825,10517.49,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.
297,7,Estrilda erythronotos,Photograph,2023-07-08,8.7667,29911.9804,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
298,10,Anastomus oscitans,Photograph,2024-02-21,4.3877,14970.8324,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
299,5,Colaptes campestroides,Painting,2023-03-22,5.5851,19056.3612,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
300,8,Phalacrocorax brasilianus,Painting,2023-09-21,3.1224,10653.6288,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien."
301,9,Zalophus californicus,Photograph,2023-07-20,8.6139,29390.6268,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
302,4,Physignathus cocincinus,Painting,2023-12-23,1.5735,5368.782,Integer a nibh. In quis justo.
303,6,Oryx gazella,Photograph,2023-09-05,5.1377,17529.8324,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.
304,10,Cordylus giganteus,Digital,2023-11-13,8.6031,29353.7772,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
305,5,Thylogale stigmatica,Painting,2024-02-28,9.0163,30763.6156,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
306,2,Ephipplorhynchus senegalensis,Digital,2024-02-07,6.4601,22041.8612,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl."
307,8,Fulica cristata,Photograph,2023-04-20,6.1599,21017.5788,Aenean sit amet justo. Morbi ut odio.
308,7,Carduelis pinus,Digital,2023-06-09,5.3297,18184.9364,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
309,1,Ciconia ciconia,Digital,2023-05-05,9.2475,31552.47,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis."
310,3,Neotis denhami,Digital,2023-09-14,8.4362,28784.3144,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
311,4,unavailable,Photograph,2023-06-03,2.3855,8139.326,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
312,2,Canis mesomelas,Painting,2023-05-22,1.1067,3776.0604,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
313,9,Pterocles gutturalis,Digital,2023-03-14,2.7111,9250.2732,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
314,5,Globicephala melas,Painting,2023-08-18,6.5908,22487.8096,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
315,10,Coendou prehensilis,Painting,2024-02-23,5.9941,20451.8692,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
316,8,Macropus agilis,Painting,2023-11-09,9.7031,33106.9772,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
317,1,Dasypus septemcincus,Painting,2023-08-29,1.9742,6735.9704,Duis mattis egestas metus. Aenean fermentum.
318,6,Acrobates pygmaeus,Digital,2023-03-03,4.6045,15710.554,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
319,10,Ctenophorus ornatus,Photograph,2023-08-22,0.7888,2691.3856,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam."
320,7,Zalophus californicus,Painting,2023-04-11,4.3174,14730.9688,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.
321,5,Drymarchon corias couperi,Photograph,2023-05-14,7.1286,24322.7832,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue."
322,3,Pseudalopex gymnocercus,Painting,2023-06-13,4.5324,15464.5488,Aliquam erat volutpat. In congue.
323,9,Didelphis virginiana,Digital,2023-07-18,9.8514,33612.9768,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
324,2,Pytilia melba,Digital,2023-09-21,5.0024,17068.1888,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo."
325,4,Dasyurus maculatus,Painting,2023-03-09,8.4237,28741.6644,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
326,6,Hyaena brunnea,Photograph,2023-09-11,0.0161,54.9332,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
327,10,Zosterops pallidus,Photograph,2023-09-03,0.2897,988.4564,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
328,3,Grus antigone,Photograph,2023-08-07,9.6045,32770.554,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
329,1,Chlidonias leucopterus,Digital,2023-08-14,8.4488,28827.3056,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
330,2,Tetracerus quadricornis,Digital,2023-05-20,8.2521,28156.1652,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
331,5,Erethizon dorsatum,Digital,2023-03-04,0.8535,2912.142,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
332,9,Lycaon pictus,Digital,2023-11-01,2.7285,9309.642,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.
333,4,Cochlearius cochlearius,Digital,2023-03-06,4.8275,16471.43,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
334,8,Alligator mississippiensis,Photograph,2023-10-07,3.9371,13433.3852,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
335,1,Manouria emys,Photograph,2024-02-06,0.0449,153.1988,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
336,2,Eremophila alpestris,Photograph,2023-10-18,8.4354,28781.5848,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
337,7,Plegadis falcinellus,Photograph,2024-02-01,0.2577,879.2724,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
338,6,Eolophus roseicapillus,Photograph,2023-07-24,5.9914,20442.6568,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
339,3,Antilope cervicapra,Painting,2023-05-08,4.2898,14636.7976,Ut tellus. Nulla ut erat id mauris vulputate elementum.
340,10,Alces alces,Painting,2023-07-24,2.1914,7477.0568,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
341,10,Crocodylus niloticus,Painting,2023-05-11,9.7272,33189.2064,Etiam justo. Etiam pretium iaculis justo.
342,1,Motacilla aguimp,Photograph,2023-06-19,3.2968,11248.6816,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio."
343,5,Canis dingo,Photograph,2023-07-03,9.1596,31252.5552,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
344,8,Ovis dalli stonei,Digital,2023-12-31,4.5537,15537.2244,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
345,7,Tiliqua scincoides,Digital,2023-10-10,4.6932,16013.1984,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
346,6,Hymenolaimus malacorhynchus,Photograph,2023-11-01,4.2764,14591.0768,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo."
347,7,Meles meles,Photograph,2023-08-27,5.0052,17077.7424,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
348,10,Ciconia episcopus,Photograph,2023-11-25,6.7715,23104.358,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
349,5,Porphyrio porphyrio,Photograph,2023-09-06,2.7495,9381.294,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
350,2,Taurotagus oryx,Photograph,2023-11-25,6.0246,20555.9352,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
351,3,Rangifer tarandus,Photograph,2023-11-02,6.5792,22448.2304,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
352,8,Panthera leo persica,Painting,2023-07-11,0.9942,3392.2104,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
353,1,Lycaon pictus,Painting,2023-10-11,9.4052,32090.5424,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo."
354,4,Buteo regalis,Digital,2023-11-06,1.5369,5243.9028,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
355,9,Actophilornis africanus,Photograph,2023-12-24,5.9938,20450.8456,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
356,3,Kobus leche robertsi,Digital,2024-01-15,5.0495,17228.894,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam."
357,6,Motacilla aguimp,Digital,2023-04-04,3.1704,10817.4048,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
358,7,Colobus guerza,Digital,2023-10-02,5.6276,19201.3712,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
359,9,Rhea americana,Photograph,2023-12-15,1.3845,4723.914,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
360,8,Antechinus flavipes,Digital,2023-07-26,2.4726,8436.5112,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
361,2,unavailable,Photograph,2023-07-16,0.8817,3008.3604,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
362,9,Ardea golieth,Photograph,2023-12-02,7.2425,24711.41,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
363,7,unavailable,Digital,2023-12-25,0.9823,3351.6076,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
364,1,Dasyurus maculatus,Painting,2023-07-12,1.1073,3778.1076,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
365,5,Leptoptilos crumeniferus,Digital,2023-11-06,2.3325,7958.49,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
366,8,Macropus eugenii,Photograph,2023-05-08,1.4568,4970.6016,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
367,10,Delphinus delphis,Digital,2023-04-29,0.2976,1015.4112,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
368,3,Zosterops pallidus,Painting,2024-02-09,1.0222,3487.7464,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
369,4,Gopherus agassizii,Digital,2023-03-03,0.9199,3138.6988,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend."
370,6,Alligator mississippiensis,Painting,2023-07-02,3.3864,11554.3968,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti."
371,2,Dolichitus patagonum,Photograph,2023-12-19,0.6479,2210.6348,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
372,7,Madoqua kirkii,Painting,2023-03-31,6.5953,22503.1636,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
373,3,Ctenophorus ornatus,Digital,2023-10-10,6.3321,21605.1252,Etiam faucibus cursus urna. Ut tellus.
374,8,Ammospermophilus nelsoni,Digital,2023-12-06,9.6825,33036.69,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
375,4,Columba palumbus,Photograph,2023-07-28,2.8345,9671.314,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
376,5,Meles meles,Digital,2023-10-24,1.3914,4747.4568,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
377,1,Rhabdomys pumilio,Painting,2023-04-10,2.2101,7540.8612,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
378,7,Odocoileus hemionus,Digital,2024-02-03,8.4486,28826.6232,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus."
379,9,Merops nubicus,Painting,2023-12-10,6.2588,21355.0256,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
380,2,Columba livia,Painting,2023-03-19,8.2337,28093.3844,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
381,6,Felis concolor,Digital,2023-06-10,3.4031,11611.3772,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
382,10,Dolichitus patagonum,Painting,2023-11-23,6.9301,23645.5012,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.
383,3,Neotis denhami,Painting,2023-09-30,9.7504,33268.3648,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
384,4,Uraeginthus angolensis,Painting,2024-01-09,6.3869,21792.1028,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
385,8,Alligator mississippiensis,Digital,2023-06-11,5.8725,20036.97,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.
386,3,Merops bullockoides,Painting,2023-07-23,9.5528,32594.1536,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla."
387,4,Anas punctata,Photograph,2023-06-25,5.4729,18673.5348,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit."
388,8,Coluber constrictor,Photograph,2023-12-19,8.7341,29800.7492,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
389,7,Chlamydosaurus kingii,Digital,2024-02-29,4.1254,14075.8648,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
390,9,Mazama gouazoubira,Painting,2023-04-26,2.9693,10131.2516,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
391,3,Bassariscus astutus,Photograph,2023-05-10,3.1178,10637.9336,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
392,2,Ceratotherium simum,Digital,2023-04-05,6.6258,22607.2296,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
393,6,Eurocephalus anguitimens,Painting,2023-07-11,1.1219,3827.9228,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
394,1,Procyon lotor,Digital,2023-10-30,7.9359,27077.2908,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.
395,9,Sarcophilus harrisii,Photograph,2023-04-10,7.4797,25520.7364,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
396,5,Ploceus rubiginosus,Digital,2023-04-19,2.8891,9857.6092,Morbi a ipsum. Integer a nibh. In quis justo.
397,8,Buteo jamaicensis,Digital,2023-12-20,1.9196,6549.6752,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
398,7,Felis chaus,Photograph,2023-09-01,0.5164,1761.9568,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc."
399,4,Hyaena brunnea,Digital,2023-03-28,0.3687,1258.0044,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
400,10,Vombatus ursinus,Painting,2023-05-31,4.7197,16103.6164,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
401,6,Petaurus norfolcensis,Digital,2023-10-23,5.9863,20425.2556,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
402,2,Gazella granti,Photograph,2023-10-11,6.1974,21145.5288,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
403,10,Haliaetus leucogaster,Painting,2023-10-12,4.7243,16119.3116,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
404,9,Psittacula krameri,Photograph,2023-06-21,1.3171,4493.9452,Donec posuere metus vitae ipsum. Aliquam non mauris.
405,1,Bassariscus astutus,Photograph,2023-06-12,3.3881,11560.1972,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
406,2,Lama guanicoe,Photograph,2023-04-13,8.4446,28812.9752,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
407,7,Phascogale tapoatafa,Digital,2023-06-17,5.8721,20035.6052,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
